Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
RELIANCE.BSE,02/01/2024,09:15:37,2590.3,2590.3,1,2590.3,1,1,0
RELIANCE.BSE,02/01/2024,09:15:37,2590.3,2590.3,1,2590.3,1,1,0
RELIANCE.BSE,02/01/2024,09:15:37,2590.4,2590.4,3,2590.4,3,3,0
RELIANCE.BSE,02/01/2024,09:15:42,2589.85,2589.85,12,2589.85,12,12,0
RELIANCE.BSE,02/01/2024,09:15:44,2590.05,2590.05,2,2590.05,2,2,0
RELIANCE.BSE,02/01/2024,09:15:45,2590.05,2590.05,1,2590.05,1,1,0
RELIANCE.BSE,02/01/2024,09:15:45,2589.95,2589.95,3,2589.95,3,3,0
RELIANCE.BSE,02/01/2024,09:15:48,2590.2,2590.2,40,2590.2,40,40,0
RELIANCE.BSE,02/01/2024,09:15:49,2588.45,2588.45,1,2588.45,1,1,0
RELIANCE.BSE,02/01/2024,09:15:59,2588.9,2588.9,9,2588.9,9,9,0
RELIANCE.BSE,02/01/2024,09:16:02,2590.7,2590.7,18,2590.65,18,18,0
RELIANCE.BSE,02/01/2024,09:16:02,2590.65,2590.65,41,2590.65,41,41,0
RELIANCE.BSE,02/01/2024,09:16:02,2590.7,2590.7,44,2590.7,44,44,0
RELIANCE.BSE,02/01/2024,09:16:04,2591.1,2591.1,1,2591.1,1,1,0
RELIANCE.BSE,02/01/2024,09:16:04,2591.1,2591.1,1,2591.1,1,0,0
RELIANCE.BSE,02/01/2024,09:16:05,2592.25,2592.25,6,2592.25,6,6,0
RELIANCE.BSE,02/01/2024,09:16:05,2592.25,2592.25,6,2592.25,6,0,0
RELIANCE.BSE,02/01/2024,09:16:05,2593.35,2593.35,1,2593.35,1,1,0
RELIANCE.BSE,02/01/2024,09:16:05,2593.35,2593.35,1,2593.35,1,0,0
RELIANCE.BSE,02/01/2024,09:16:08,2592.55,2592.55,6,2592.55,6,6,0
RELIANCE.BSE,02/01/2024,09:16:09,2592,2592,6,2592,6,6,0
RELIANCE.BSE,02/01/2024,09:16:10,2591.8,2591.8,6,2591.8,6,6,0
RELIANCE.BSE,02/01/2024,09:16:16,2591.5,2591.5,6,2591.5,6,6,0
RELIANCE.BSE,02/01/2024,09:16:17,2590.95,2590.95,6,2590.95,6,6,0
RELIANCE.BSE,02/01/2024,09:16:14,2592,2592,7,2591.8,7,7,0
RELIANCE.BSE,02/01/2024,09:16:21,2592.15,2592.15,6,2592.15,6,6,0
RELIANCE.BSE,02/01/2024,09:16:22,2592.2,2592.65,100,2592.2,100,100,0
RELIANCE.BSE,02/01/2024,09:16:22,2591.95,2591.95,6,2591.95,6,6,0
RELIANCE.BSE,02/01/2024,09:16:28,2591.15,2591.15,7,2591.15,7,7,0
RELIANCE.BSE,02/01/2024,09:16:33,2591.65,2591.65,3,2591.65,3,3,0
RELIANCE.BSE,02/01/2024,09:16:35,2591.25,2591.25,10,2591.25,10,10,0
RELIANCE.BSE,02/01/2024,09:16:35,2591.95,2591.95,5,2591.95,5,5,0
RELIANCE.BSE,02/01/2024,09:16:37,2591.55,2592.4,13,2591.55,13,13,0
RELIANCE.BSE,02/01/2024,09:16:39,2591.55,2591.55,5,2591.55,5,5,0
RELIANCE.BSE,02/01/2024,09:16:41,2592.35,2592.35,20,2592.35,20,20,0
RELIANCE.BSE,02/01/2024,09:16:42,2593.15,2593.15,30,2593,30,30,0
RELIANCE.BSE,02/01/2024,09:16:43,2593.15,2593.15,1,2593.15,1,1,0
RELIANCE.BSE,02/01/2024,09:16:45,2592.2,2592.4,12,2592.2,12,12,0
RELIANCE.BSE,02/01/2024,09:16:45,2592.15,2592.15,6,2592.15,6,6,0
RELIANCE.BSE,02/01/2024,09:16:46,2593.25,2593.25,6,2593.25,6,6,0
RELIANCE.BSE,02/01/2024,09:16:47,2593.8,2593.8,6,2593.8,6,6,0
RELIANCE.BSE,02/01/2024,09:16:47,2593.8,2593.8,6,2593.8,6,0,0
RELIANCE.BSE,02/01/2024,09:16:50,2593.45,2593.8,15,2593.45,15,15,0
RELIANCE.BSE,02/01/2024,09:16:51,2594,2594.4,100,2594,100,100,0
RELIANCE.BSE,02/01/2024,09:16:51,2594.4,2594.4,100,2594,100,0,0
RELIANCE.BSE,02/01/2024,09:16:51,2593.15,2593.15,6,2593.15,6,6,0
RELIANCE.BSE,02/01/2024,09:16:54,2594.05,2594.05,4,2594.05,4,4,0
RELIANCE.BSE,02/01/2024,09:16:55,2594.1,2594.1,20,2594.05,20,20,0
RELIANCE.BSE,02/01/2024,09:16:55,2593.45,2593.45,3,2593.45,3,3,0
RELIANCE.BSE,02/01/2024,09:16:55,2592.5,2592.5,19,2592.5,19,19,0
RELIANCE.BSE,02/01/2024,09:16:55,2592.35,2592.35,15,2592.35,15,15,0
RELIANCE.BSE,02/01/2024,09:17:02,2592.2,2592.2,21,2592.2,21,21,0
RELIANCE.BSE,02/01/2024,09:17:00,2592.15,2592.15,5,2592.15,5,5,0
RELIANCE.BSE,02/01/2024,09:17:00,2592.15,2592.15,1,2592.15,1,1,0
RELIANCE.BSE,02/01/2024,09:17:03,2593.3,2593.3,6,2593.3,6,6,0
RELIANCE.BSE,02/01/2024,09:17:08,2593.3,2593.3,6,2593.3,6,6,0
RELIANCE.BSE,02/01/2024,09:17:11,2594,2594.05,200,2593.95,200,200,0
RELIANCE.BSE,02/01/2024,09:17:15,2593.55,2593.55,6,2593.55,6,6,0
RELIANCE.BSE,02/01/2024,09:17:16,2593.2,2593.2,6,2593.2,6,6,0
RELIANCE.BSE,02/01/2024,09:17:17,2593,2593,6,2593,6,6,0
RELIANCE.BSE,02/01/2024,09:17:35,2594.25,2594.25,1,2594.25,1,1,0
RELIANCE.BSE,02/01/2024,09:17:35,2594.25,2594.25,29,2594.25,29,29,0
RELIANCE.BSE,02/01/2024,09:17:36,2594.5,2594.9,202,2594.5,202,202,0
RELIANCE.BSE,02/01/2024,09:17:36,2594.9,2594.9,202,2594.5,202,0,0
RELIANCE.BSE,02/01/2024,09:17:36,2594.9,2594.9,5,2594.9,5,5,0
RELIANCE.BSE,02/01/2024,09:17:38,2594.9,2594.9,71,2594.9,71,71,0
RELIANCE.BSE,02/01/2024,09:17:43,2595,2595,10,2595,10,10,0
RELIANCE.BSE,02/01/2024,09:17:43,2595,2595,10,2595,10,0,0
RELIANCE.BSE,02/01/2024,09:17:43,2595.15,2595.5,10,2595,10,10,0
RELIANCE.BSE,02/01/2024,09:17:43,2595.5,2595.5,10,2595,10,0,0
RELIANCE.BSE,02/01/2024,09:17:45,2595.4,2595.4,6,2595.4,6,6,0
RELIANCE.BSE,02/01/2024,09:17:45,2594.8,2594.85,12,2594.8,12,12,0
RELIANCE.BSE,02/01/2024,09:17:46,2594.8,2594.8,20,2594.8,20,20,0
RELIANCE.BSE,02/01/2024,09:17:46,2594.8,2594.8,7,2594.8,7,7,0
RELIANCE.BSE,02/01/2024,09:17:47,2594.45,2594.45,10,2594.45,10,10,0
RELIANCE.BSE,02/01/2024,09:17:48,2595.15,2595.15,6,2595.15,6,6,0
RELIANCE.BSE,02/01/2024,09:17:49,2594.2,2594.2,6,2594.2,6,6,0
RELIANCE.BSE,02/01/2024,09:17:57,2591.65,2591.65,6,2591.6,6,6,0
RELIANCE.BSE,02/01/2024,09:17:59,2592.6,2592.6,20,2592.55,20,20,0
RELIANCE.BSE,02/01/2024,09:18:08,2594.6,2594.6,2,2594.6,2,2,0
RELIANCE.BSE,02/01/2024,09:18:09,2594.6,2594.6,2,2594.6,2,2,0
RELIANCE.BSE,02/01/2024,09:18:10,2594.2,2594.2,4,2594.2,4,4,0
RELIANCE.BSE,02/01/2024,09:18:15,2593.55,2594.55,36,2593.55,36,36,0
RELIANCE.BSE,02/01/2024,09:18:17,2593.5,2593.5,1,2593.5,1,1,0
RELIANCE.BSE,02/01/2024,09:18:18,2593.95,2593.95,10,2593.5,10,10,0
RELIANCE.BSE,02/01/2024,09:18:20,2594.2,2594.2,500,2594.2,500,500,0
RELIANCE.BSE,02/01/2024,09:18:22,2593.2,2593.2,1,2593.2,1,1,0
RELIANCE.BSE,02/01/2024,09:18:23,2593.35,2593.35,5,2593.35,5,5,0
RELIANCE.BSE,02/01/2024,09:18:32,2594,2594.4,90,2594,90,90,0
RELIANCE.BSE,02/01/2024,09:18:36,2593.4,2593.4,5,2593.4,5,5,0
RELIANCE.BSE,02/01/2024,09:18:36,2592.95,2593.35,100,2592.2,100,100,0
RELIANCE.BSE,02/01/2024,09:18:38,2594.05,2594.05,33,2593.2,33,33,0
RELIANCE.BSE,02/01/2024,09:18:40,2593.6,2593.6,11,2592.9,11,11,0
RELIANCE.BSE,02/01/2024,09:18:40,2594.1,2594.1,1,2594.1,1,1,0
RELIANCE.BSE,02/01/2024,09:18:42,2594.75,2594.75,1,2594.75,1,1,0
RELIANCE.BSE,02/01/2024,09:18:44,2594.8,2594.8,2,2594.8,2,2,0
RELIANCE.BSE,02/01/2024,09:18:45,2594.65,2594.7,11,2594.25,11,11,0
RELIANCE.BSE,02/01/2024,09:18:45,2594.7,2594.7,1,2594.7,1,1,0
RELIANCE.BSE,02/01/2024,09:18:51,2595.35,2595.45,90,2595.15,90,90,0
RELIANCE.BSE,02/01/2024,09:18:53,2595.05,2595.05,6,2595.05,6,6,0
RELIANCE.BSE,02/01/2024,09:18:54,2595.05,2595.05,1,2595.05,1,1,0
RELIANCE.BSE,02/01/2024,09:18:58,2594.15,2594.15,20,2593.7,20,20,0
RELIANCE.BSE,02/01/2024,09:18:59,2594,2594,202,2594,202,202,0
RELIANCE.BSE,02/01/2024,09:19:00,2593.35,2594.45,20,2593.3,20,20,0
RELIANCE.BSE,02/01/2024,09:19:07,2594.2,2594.2,6,2594.2,6,6,0
RELIANCE.BSE,02/01/2024,09:19:11,2593.55,2593.55,1,2593.55,1,1,0
RELIANCE.BSE,02/01/2024,09:19:12,2593.55,2593.55,25,2593.55,25,25,0
RELIANCE.BSE,02/01/2024,09:19:11,2593.5,2593.5,18,2593.5,18,18,0
RELIANCE.BSE,02/01/2024,09:19:15,2593.5,2593.5,20,2593.5,20,20,0
RELIANCE.BSE,02/01/2024,09:19:16,2593.5,2593.5,55,2593.5,55,55,0
RELIANCE.BSE,02/01/2024,09:19:18,2593.8,2593.8,6,2593.8,6,6,0
RELIANCE.BSE,02/01/2024,09:19:20,2593.3,2593.3,2,2593.3,2,2,0
RELIANCE.BSE,02/01/2024,09:19:23,2593.25,2593.25,6,2593.25,6,6,0
RELIANCE.BSE,02/01/2024,09:19:26,2593.1,2593.1,1,2593.1,1,1,0
RELIANCE.BSE,02/01/2024,09:19:27,2592.95,2592.95,5,2592.95,5,5,0
RELIANCE.BSE,02/01/2024,09:19:36,2593.75,2593.75,10,2593.75,10,10,0
RELIANCE.BSE,02/01/2024,09:19:44,2592.4,2592.85,7,2592.4,7,7,0
RELIANCE.BSE,02/01/2024,09:19:45,2592.55,2592.55,1,2592.55,1,1,0
RELIANCE.BSE,02/01/2024,09:19:46,2592,2592,5,2592,5,5,0
RELIANCE.BSE,02/01/2024,09:19:46,2592,2592,1,2592,1,1,0
RELIANCE.BSE,02/01/2024,09:19:53,2592,2592,14,2592,14,14,0
RELIANCE.BSE,02/01/2024,09:19:55,2591.5,2591.95,12,2591.5,12,12,0
RELIANCE.BSE,02/01/2024,09:19:56,2592.2,2592.65,30,2592.2,30,30,0
RELIANCE.BSE,02/01/2024,09:20:05,2592.65,2592.65,6,2592.65,6,6,0
RELIANCE.BSE,02/01/2024,09:20:07,2592.4,2592.4,4,2592.4,4,4,0
RELIANCE.BSE,02/01/2024,09:20:10,2592.9,2592.9,25,2592.9,25,25,0
RELIANCE.BSE,02/01/2024,09:20:14,2594.15,2594.15,2,2594.15,2,2,0
RELIANCE.BSE,02/01/2024,09:20:37,2594.95,2594.95,4,2594.95,4,4,0
RELIANCE.BSE,02/01/2024,09:20:42,2595.1,2595.1,74,2594.95,74,74,0
RELIANCE.BSE,02/01/2024,09:20:47,2595.5,2595.5,2,2595.5,2,2,0
RELIANCE.BSE,02/01/2024,09:20:47,2595.5,2595.5,4,2595.5,4,4,0
RELIANCE.BSE,02/01/2024,09:20:47,2595.5,2595.5,21,2595.5,21,21,0
RELIANCE.BSE,02/01/2024,09:20:49,2595.95,2596,7,2595.95,7,7,0
RELIANCE.BSE,02/01/2024,09:20:49,2596,2596,7,2595.95,7,0,0
RELIANCE.BSE,02/01/2024,09:20:50,2596,2596,1,2596,1,1,0
RELIANCE.BSE,02/01/2024,09:20:53,2596.05,2596.05,5,2596.05,5,5,0
RELIANCE.BSE,02/01/2024,09:20:53,2596.05,2596.05,5,2596.05,5,0,0
RELIANCE.BSE,02/01/2024,09:20:54,2595.8,2595.8,5,2595.8,5,5,0
RELIANCE.BSE,02/01/2024,09:20:59,2595.85,2595.85,6,2595.85,6,6,0
RELIANCE.BSE,02/01/2024,09:20:59,2596.05,2596.05,6,2596.05,6,6,0
RELIANCE.BSE,02/01/2024,09:20:59,2596.1,2596.1,13,2596.1,13,13,0
RELIANCE.BSE,02/01/2024,09:20:59,2596.1,2596.1,13,2596.1,13,0,0
RELIANCE.BSE,02/01/2024,09:21:13,2597,2597,1,2597,1,1,0
RELIANCE.BSE,02/01/2024,09:21:13,2597,2597,1,2597,1,0,0
RELIANCE.BSE,02/01/2024,09:21:15,2598,2598.15,10,2598,10,10,0
RELIANCE.BSE,02/01/2024,09:21:15,2598.15,2598.15,10,2598,10,0,0
RELIANCE.BSE,02/01/2024,09:21:23,2597.25,2597.25,1,2597.25,1,1,0
RELIANCE.BSE,02/01/2024,09:21:25,2598.35,2598.35,10,2598.35,10,10,0
RELIANCE.BSE,02/01/2024,09:21:25,2598.35,2598.35,10,2598.35,10,0,0
RELIANCE.BSE,02/01/2024,09:21:28,2598.4,2598.4,1,2598.4,1,1,0
RELIANCE.BSE,02/01/2024,09:21:28,2598.4,2598.4,1,2598.4,1,0,0
RELIANCE.BSE,02/01/2024,09:21:30,2598.1,2598.1,1,2598.1,1,1,0
RELIANCE.BSE,02/01/2024,09:21:31,2598.15,2598.15,5,2598.15,5,5,0
RELIANCE.BSE,02/01/2024,09:21:32,2598.05,2598.05,5,2598.05,5,5,0
RELIANCE.BSE,02/01/2024,09:21:33,2598.3,2598.4,6,2598.3,6,6,0
RELIANCE.BSE,02/01/2024,09:21:35,2598.35,2598.5,57,2598.35,57,57,0
RELIANCE.BSE,02/01/2024,09:21:35,2598.5,2598.5,57,2598.35,57,0,0
RELIANCE.BSE,02/01/2024,09:21:36,2598.15,2598.15,6,2598.15,6,6,0
RELIANCE.BSE,02/01/2024,09:21:42,2597.4,2597.4,6,2597.4,6,6,0
RELIANCE.BSE,02/01/2024,09:21:48,2597.95,2597.95,12,2597.6,12,12,0
RELIANCE.BSE,02/01/2024,09:21:56,2597.5,2597.5,6,2597.5,6,6,0
RELIANCE.BSE,02/01/2024,09:22:05,2598,2598,6,2598,6,6,0
RELIANCE.BSE,02/01/2024,09:22:09,2597.6,2597.6,6,2597.6,6,6,0
RELIANCE.BSE,02/01/2024,09:22:18,2597.35,2597.35,6,2597.35,6,6,0
RELIANCE.BSE,02/01/2024,09:22:21,2597,2597,6,2597,6,6,0
RELIANCE.BSE,02/01/2024,09:22:25,2596.4,2596.4,15,2596.4,15,15,0
RELIANCE.BSE,02/01/2024,09:22:44,2596.1,2596.1,25,2596.05,25,25,0
RELIANCE.BSE,02/01/2024,09:22:53,2596.05,2596.05,1,2596.05,1,1,0
RELIANCE.BSE,02/01/2024,09:22:56,2597.35,2597.35,8,2597.35,8,8,0
RELIANCE.BSE,02/01/2024,09:23:01,2596.25,2596.25,1,2596.25,1,1,0
RELIANCE.BSE,02/01/2024,09:23:02,2596.15,2596.15,8,2596.15,8,8,0
RELIANCE.BSE,02/01/2024,09:23:02,2596.1,2596.1,50,2596.1,50,50,0
RELIANCE.BSE,02/01/2024,09:23:04,2595.7,2595.7,6,2595.7,6,6,0
RELIANCE.BSE,02/01/2024,09:23:06,2596.4,2596.4,3,2596.4,3,3,0
RELIANCE.BSE,02/01/2024,09:23:09,2595.6,2595.6,3,2595.6,3,3,0
RELIANCE.BSE,02/01/2024,09:23:09,2596.6,2596.6,1,2596.6,1,1,0
RELIANCE.BSE,02/01/2024,09:23:15,2596.3,2596.3,1,2596.3,1,1,0
RELIANCE.BSE,02/01/2024,09:23:28,2595.1,2595.3,200,2595.05,200,200,0
RELIANCE.BSE,02/01/2024,09:23:31,2595.7,2595.7,1,2595.7,1,1,0
RELIANCE.BSE,02/01/2024,09:23:32,2595.65,2595.65,5,2595.65,5,5,0
RELIANCE.BSE,02/01/2024,09:23:33,2595.7,2595.7,13,2595.7,13,13,0
RELIANCE.BSE,02/01/2024,09:23:33,2596.05,2596.05,6,2596.05,6,6,0
RELIANCE.BSE,02/01/2024,09:23:33,2596.05,2596.05,19,2596.05,19,19,0
RELIANCE.BSE,02/01/2024,09:23:36,2595.9,2595.9,6,2595.9,6,6,0
RELIANCE.BSE,02/01/2024,09:23:38,2596.3,2596.3,5,2596.3,5,5,0
RELIANCE.BSE,02/01/2024,09:23:39,2595.75,2595.75,19,2595.75,19,19,0
RELIANCE.BSE,02/01/2024,09:23:42,2595.7,2595.7,6,2595.7,6,6,0
RELIANCE.BSE,02/01/2024,09:23:53,2595.7,2595.7,25,2595.7,25,25,0
RELIANCE.BSE,02/01/2024,09:23:58,2595.7,2595.7,1,2595.7,1,1,0
RELIANCE.BSE,02/01/2024,09:23:58,2595.5,2595.5,6,2595.5,6,6,0
RELIANCE.BSE,02/01/2024,09:24:03,2595.45,2595.45,1,2595.45,1,1,0
RELIANCE.BSE,02/01/2024,09:24:06,2595,2595,5,2595,5,5,0
RELIANCE.BSE,02/01/2024,09:24:10,2596,2596,6,2596,6,6,0
RELIANCE.BSE,02/01/2024,09:24:10,2596.3,2596.3,6,2596.3,6,6,0
RELIANCE.BSE,02/01/2024,09:24:22,2596.55,2596.55,1,2596.55,1,1,0
RELIANCE.BSE,02/01/2024,09:24:28,2595.25,2595.25,5,2595.25,5,5,0
RELIANCE.BSE,02/01/2024,09:24:31,2595.25,2595.25,2,2595.25,2,2,0
RELIANCE.BSE,02/01/2024,09:24:32,2595.25,2595.25,10,2595.25,10,10,0
RELIANCE.BSE,02/01/2024,09:24:51,2595.25,2595.25,1,2595.25,1,1,0
RELIANCE.BSE,02/01/2024,09:24:54,2596.9,2596.9,5,2596.9,5,5,0
RELIANCE.BSE,02/01/2024,09:25:04,2596.2,2596.2,1,2596.2,1,1,0
RELIANCE.BSE,02/01/2024,09:25:08,2595.55,2595.55,3,2595.55,3,3,0
RELIANCE.BSE,02/01/2024,09:25:11,2595.7,2595.7,42,2595.7,42,42,0
RELIANCE.BSE,02/01/2024,09:25:15,2595.25,2595.25,3,2595.25,3,3,0
RELIANCE.BSE,02/01/2024,09:25:16,2595.25,2595.25,25,2595.25,25,25,0
RELIANCE.BSE,02/01/2024,09:25:20,2596.6,2596.6,10,2596.6,10,10,0
RELIANCE.BSE,02/01/2024,09:25:24,2595.7,2595.75,5,2595.7,5,5,0
RELIANCE.BSE,02/01/2024,09:25:29,2596.55,2596.55,15,2596.55,15,15,0
RELIANCE.BSE,02/01/2024,09:25:35,2596.95,2597,20,2596.95,20,20,0
RELIANCE.BSE,02/01/2024,09:25:43,2597.4,2597.4,6,2597,6,6,0
RELIANCE.BSE,02/01/2024,09:25:45,2597,2597,4,2597,4,4,0
RELIANCE.BSE,02/01/2024,09:25:45,2596,2596,3,2596,3,3,0
RELIANCE.BSE,02/01/2024,09:25:52,2596.55,2596.55,3,2596.55,3,3,0
RELIANCE.BSE,02/01/2024,09:25:59,2597,2597,40,2597,40,40,0
RELIANCE.BSE,02/01/2024,09:26:00,2597.05,2597.05,6,2597.05,6,6,0
RELIANCE.BSE,02/01/2024,09:26:00,2597,2597.05,15,2597,15,15,0
RELIANCE.BSE,02/01/2024,09:26:00,2597.4,2597.4,13,2597.4,13,13,0
RELIANCE.BSE,02/01/2024,09:26:00,2597.65,2597.65,6,2597.65,6,6,0
RELIANCE.BSE,02/01/2024,09:26:00,2597.75,2597.75,18,2597.75,18,18,0
RELIANCE.BSE,02/01/2024,09:26:01,2598,2598,108,2598,108,108,0
RELIANCE.BSE,02/01/2024,09:26:05,2598.35,2598.35,1,2598.35,1,1,0
RELIANCE.BSE,02/01/2024,09:26:06,2597.7,2597.7,6,2597.7,6,6,0
RELIANCE.BSE,02/01/2024,09:26:08,2598.35,2598.35,4,2598.35,4,4,0
RELIANCE.BSE,02/01/2024,09:26:09,2598.4,2598.5,8,2598.4,8,8,0
RELIANCE.BSE,02/01/2024,09:26:09,2598.5,2598.5,94,2598.5,94,94,0
RELIANCE.BSE,02/01/2024,09:26:09,2598.55,2598.55,8,2598.55,8,8,0
RELIANCE.BSE,02/01/2024,09:26:09,2598.55,2598.55,8,2598.55,8,0,0
RELIANCE.BSE,02/01/2024,09:26:10,2599.05,2599.05,109,2599,109,109,0
RELIANCE.BSE,02/01/2024,09:26:10,2599.05,2599.05,109,2599,109,0,0
RELIANCE.BSE,02/01/2024,09:26:10,2598.9,2599,6,2598.9,6,6,0
RELIANCE.BSE,02/01/2024,09:26:26,2597.9,2597.9,1,2597.9,1,1,0
RELIANCE.BSE,02/01/2024,09:26:27,2598.6,2598.75,25,2598.3,25,25,0
RELIANCE.BSE,02/01/2024,09:26:28,2599.05,2599.05,15,2599.05,15,15,0
RELIANCE.BSE,02/01/2024,09:26:30,2597.65,2598,12,2597.65,12,12,0
RELIANCE.BSE,02/01/2024,09:26:36,2597.4,2597.4,1,2597.4,1,1,0
RELIANCE.BSE,02/01/2024,09:26:37,2597.45,2597.45,5,2597.45,5,5,0
RELIANCE.BSE,02/01/2024,09:26:38,2598.45,2598.7,20,2598.45,20,20,0
RELIANCE.BSE,02/01/2024,09:26:44,2599.85,2599.9,200,2599.65,200,200,0
RELIANCE.BSE,02/01/2024,09:26:44,2599.9,2599.9,200,2599.65,200,0,0
RELIANCE.BSE,02/01/2024,09:26:45,2598.45,2598.7,20,2597.7,20,20,0
RELIANCE.BSE,02/01/2024,09:26:52,2598,2598,6,2598,6,6,0
RELIANCE.BSE,02/01/2024,09:27:12,2598.7,2598.9,10,2598.65,10,10,0
RELIANCE.BSE,02/01/2024,09:27:14,2597.95,2597.95,6,2597.9,6,6,0
RELIANCE.BSE,02/01/2024,09:27:18,2597.15,2597.35,42,2596.95,42,42,0
RELIANCE.BSE,02/01/2024,09:27:20,2596.9,2596.9,1,2596.9,1,1,0
RELIANCE.BSE,02/01/2024,09:27:20,2596.9,2596.9,3,2596.9,3,3,0
RELIANCE.BSE,02/01/2024,09:27:20,2596.9,2596.9,2,2596.9,2,2,0
RELIANCE.BSE,02/01/2024,09:27:21,2597,2597,2,2597,2,2,0
RELIANCE.BSE,02/01/2024,09:27:22,2597,2597,8,2597,8,8,0
RELIANCE.BSE,02/01/2024,09:27:22,2597.3,2597.3,11,2597.1,11,11,0
RELIANCE.BSE,02/01/2024,09:27:22,2598.1,2598.1,3,2598.1,3,3,0
RELIANCE.BSE,02/01/2024,09:27:27,2597.8,2597.8,6,2597.8,6,6,0
RELIANCE.BSE,02/01/2024,09:27:28,2597.2,2597.2,6,2597.2,6,6,0
RELIANCE.BSE,02/01/2024,09:27:31,2596.9,2596.9,5,2596.9,5,5,0
RELIANCE.BSE,02/01/2024,09:27:31,2597.3,2597.6,25,2597.3,25,25,0
RELIANCE.BSE,02/01/2024,09:27:34,2596.35,2596.7,8,2596.35,8,8,0
RELIANCE.BSE,02/01/2024,09:27:35,2595.6,2595.7,20,2595.6,20,20,0
RELIANCE.BSE,02/01/2024,09:27:36,2594.75,2595,86,2594.75,86,86,0
RELIANCE.BSE,02/01/2024,09:27:40,2595.1,2595.1,6,2595.1,6,6,0
